rhohat,rhoerror,minx,rhohatN,rhoerrorN,I,Iinf
NaN,0,0,NaN,0.74085636691977,Inf,1
NaN,0,0,NaN,0.777773343055627,Inf,1
NaN,-0,0,Inf,-1.39739641073145,Inf,1
13.3238173743798,3.32381737580605,0.00788230855828169,0.63148210633939,0.157532270113329,0.0473949836293658,0
8.89082782730649,-1.10917217252904,1.23149053056403e-06,3.81763736126364,-0.47626803804654,0.429390539938081,0
NaN,0,0,Inf,0.165529358076458,Inf,1
NaN,0,0,NaN,0.141811012690395,Inf,1
16.9359961866305,6.93599618552778,0.0336780933957029,0.528805053109524,0.216567705308701,0.0312237347766392,0
NaN,-0,0,NaN,-1.19596881968265,Inf,1
17.677727114727,7.67772711448357,0.00268742680453706,0.567323474663206,0.246397899222917,0.0320925575432477,0
NaN,0,0,Inf,2.10857842472533,Inf,1
NaN,-0,0,NaN,-1.32862863720809,Inf,1
16.0048891380566,6.00488913398577,0.0115658160612963,0.622353972664124,0.233501561660768,0.0388852410845061,0
NaN,0,0,NaN,1.73470945982229,Inf,1
12.0053799154794,2.00537991583254,0.00107941876940805,0.751399009538703,0.125513769086349,0.0625885240474456,0
9.72756088785312,-0.272439111984151,0.00377196828951936,0.809060514548526,-0.0226593007914533,0.0831719815353514,0
11.6070466006221,1.60704660000343,0.00760836897656149,0.611699343798648,0.0846924617863822,0.052700688197966,0
NaN,0,0,Inf,2.58194317023777,Inf,1
NaN,0,0,Inf,3.15421115112579,Inf,1
NaN,0,0,NaN,1.01069504493402,Inf,1
NaN,0,0,NaN,0.250418670799999,Inf,1
NaN,0,0,Inf,0.120657929541257,Inf,1
NaN,0,0,Inf,0.648687121138129,Inf,1
13.2065995889312,3.20659958455236,0.00906911737280435,0.563536476347581,0.136828243997855,0.0426708232162877,0
NaN,0,0,Inf,0.568037202107479,Inf,1
NaN,0,0,NaN,2.0296352816951,Inf,1
NaN,0,0,Inf,4.03133702439338,Inf,1
NaN,0,0,NaN,0.301041847449225,Inf,1
NaN,-0,0,NaN,-1.63998734406812,Inf,1
NaN,0,0,Inf,0.201703085665983,Inf,1
NaN,-0,0,Inf,-2.11989170109117,Inf,1
NaN,0,0,NaN,6.55604225054572,Inf,1
NaN,-0,0,Inf,-1.0434671513431,Inf,1
17.6376049897238,7.63760498318627,0.000564120130229404,0.737137657019347,0.31920242265463,0.0417935234091492,0
NaN,-0,0,NaN,-0.207665270452248,Inf,1
10.0179653717048,0.0179653755886122,0.00940988038339163,0.66907674574847,0.00119986589980917,0.0667876880108055,0
NaN,-0,0,Inf,-0.464506524184163,Inf,1
NaN,-0,0,NaN,-0.971314849534302,Inf,1
NaN,-0,0,Inf,-1.46870655413131,Inf,1
12.169392169634,2.16939217135138,3.73834056368486e-06,1.44855944577828,0.258229291784177,0.119033015419853,0
12.1142729433748,2.11427296661187,0.000239667159235623,0.773151646636463,0.134936172663083,0.0638215475456408,0
NaN,0,0,Inf,0.28348064245143,Inf,1
NaN,0,0,Inf,2.58313399916134,Inf,1
NaN,0,0,NaN,1.73281539205692,Inf,1
NaN,-0,0,Inf,-1.64443729986927,Inf,1
9.74785493921641,-0.252145062330003,0.0222006533897643,0.59012309603648,-0.0152645505868036,0.0605387646529666,0
NaN,-0,0,Inf,-0.430673395549291,Inf,1
NaN,-0,0,Inf,-1.19590467067889,Inf,1
NaN,-0,0,NaN,-0.0752561647261123,Inf,1
NaN,-0,0,NaN,-0.188081375469189,Inf,1
20.1156197576313,10.1156197571025,0.0055676289249046,0.595513457299608,0.299468162893416,0.0296045294390538,0
NaN,0,0,Inf,1.50822684044782,Inf,1
16.1677974013863,6.16779740209496,0.00274941494341683,0.641618699612631,0.244768910096993,0.0396849789543759,0
NaN,0,0,NaN,0.240307682468806,Inf,1
NaN,0,0,Inf,0.787929167601201,Inf,1
NaN,-0,0,Inf,-3.21155480423339,Inf,1
NaN,-0,0,NaN,-0.768290767529782,Inf,1
NaN,-0,0,NaN,-0.857016467124966,Inf,1
NaN,0,0,Inf,9.70751199403877,Inf,1
NaN,0,0,NaN,3.03928180778996,Inf,1
NaN,-0,0,NaN,-0.892161026567549,Inf,1
NaN,-0,0,NaN,-1.06595473737112,Inf,1
NaN,0,0,Inf,0.317530187298395,Inf,1
NaN,-0,0,Inf,-0.620608302990033,Inf,1
NaN,0,0,Inf,0.365856092466398,Inf,1
8.55066522066337,-1.44933477880618,8.96902981018035e-05,1.41017529261948,-0.239024221281352,0.164919951398832,0
NaN,-0,0,Inf,-0.943538237805392,Inf,1
NaN,-0,0,NaN,-0.65385056216536,Inf,1
17.7369988429357,7.7369988453564,0.0292871398121648,0.552821609122661,0.241144524468051,0.0311677084730059,0
NaN,-0,0,Inf,-0.506083532186306,Inf,1
NaN,0,0,NaN,3.48197238479304,Inf,1
NaN,-0,0,NaN,-1.96403939279228,Inf,1
NaN,0,0,NaN,0.143954037101709,Inf,1
NaN,-0,0,Inf,-0.0905432792290621,Inf,1
NaN,-0,0,NaN,-0.456018974245029,Inf,1
7.37853073100929,-2.62146926809496,0.000321738842504713,1.20638505726014,-0.428608549369538,0.163499360677614,0
7.95917100458182,-2.04082899619977,0.0301676342000853,0.590882272764502,-0.151509456814538,0.0742391729521016,0
NaN,0,0,NaN,1.49783538887902,Inf,1
NaN,-0,0,Inf,-1.53868212672309,Inf,1
10.7943052183896,0.794305219582983,0.036747662316453,0.543884332503155,0.0400220445333224,0.0503862288029963,0
NaN,-0,0,Inf,-0.959122075037733,Inf,1
NaN,-0,0,NaN,-0.313921146461124,Inf,1
17.8814584879608,7.88145849479697,0.0268801916365109,0.581243790418781,0.256189885888136,0.032505390475286,0
NaN,0,0,NaN,1.33656318073965,Inf,1
NaN,0,0,Inf,1.10615848700334,Inf,1
NaN,0,0,Inf,3.18270309370448,Inf,1
NaN,-0,0,Inf,-5.26206224439853,Inf,1
NaN,0,0,NaN,0.851068650651888,Inf,1
14.3642795117536,4.36427951147384,0.01115322324273,0.477841347171416,0.145181886741264,0.0332659460420847,0
NaN,0,0,Inf,1.07154795533083,Inf,1
NaN,-0,0,Inf,-1.35875085750719,Inf,1
