rhohat,rhoerror,minx,rhohatN,rhoerrorN,I,Iinf
NaN,-0,0,Inf,-4.34593282089808,Inf,1
NaN,0,0,NaN,11.1544943015456,Inf,1
NaN,-0,0,Inf,-9.04449090061315,Inf,1
NaN,0,0,Inf,19.7236365190362,Inf,1
NaN,0,0,Inf,24.7471012263531,Inf,1
NaN,-0,0,NaN,-4.87256982303395,Inf,1
NaN,-0,0,NaN,-28.9349138174747,Inf,1
NaN,0,0,Inf,45.1208536201907,Inf,1
NaN,0,0,Inf,12.027201124787,Inf,1
2.03900500894547,1.93900500894559,0.00153326007980993,1.125717978833,1.07050879720309,0.552091816299755,0
NaN,-0,0,NaN,-22.3140812533171,Inf,1
NaN,0,0,Inf,2.30092792957073,Inf,1
10.7889079635265,10.6889079635258,0.000344300989039733,0.722896332135801,0.716195966032162,0.067003661035914,0
NaN,-0,0,Inf,-44.3333082696448,Inf,1
NaN,0,0,Inf,2.84952825237666,Inf,1
NaN,-0,0,Inf,-21.0897048428786,Inf,1
NaN,0,0,Inf,2.07087822635468,Inf,1
NaN,0,0,Inf,2.14103656121591,Inf,1
NaN,-0,0,Inf,-12.2656460067971,Inf,1
NaN,0,0,Inf,16.1389298662997,Inf,1
NaN,0,0,NaN,42.629966323178,Inf,1
NaN,0,0,NaN,2.60302900348446,Inf,1
NaN,0,0,Inf,10.6197692629056,Inf,1
NaN,-0,0,Inf,-2.41349858000276,Inf,1
